"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão de Panturrilha (Máquina)",,"",1,"warmup",50,7,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão de Panturrilha (Máquina)",,"",2,"failure",80,8,,,
"Lower A","6 Abr 2026, 11:47","6 Abr 2026, 13:16","","Extensão de Panturrilha (Máquina)",,"",3,"failure",80,10,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",16.25,10,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",21.25,6,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Extensão de Tríceps na Polia (Máquina)",,"",2,"warmup",26.25,6,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.25,7,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Extensão de Tríceps na Polia (Máquina)",,"",4,"failure",31.25,9,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Rosca Direta na Polia",,"",0,"warmup",13.75,7,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Rosca Direta na Polia",,"",1,"warmup",18.75,4,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Rosca Direta na Polia",,"",2,"warmup",21.25,3,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Rosca Direta na Polia",,"",3,"failure",26.25,8,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Rosca Direta na Polia",,"",4,"failure",26.25,6,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Abdominal Na Máquina",,"",0,"warmup",45,10,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Abdominal Na Máquina",,"",1,"warmup",50,6,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Abdominal Na Máquina",,"",2,"failure",57.5,3,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Abdominal Na Máquina",,"",3,"failure",72.5,7,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Abdominal Na Máquina",,"",4,"failure",72.5,5,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Elevação Lateral Unilateral (Cabo)",,"",0,"warmup",2.5,8,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Elevação Lateral Unilateral (Cabo)",,"",1,"warmup",2.5,8,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Elevação Lateral Unilateral (Cabo)",,"",2,"failure",5,8,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Elevação Lateral Unilateral (Cabo)",,"",3,"failure",5,11,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Elevação Lateral Unilateral (Cabo)",,"",4,"normal",6.25,6,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Barra Fixa Pronada Assistida",,"",0,"warmup",61,11,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Barra Fixa Pronada Assistida",,"",1,"warmup",54,9,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Barra Fixa Pronada Assistida",,"",2,"warmup",47,6,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Barra Fixa Pronada Assistida",,"",3,"failure",40,5,,,
"Upper A","4 Abr 2026, 10:49","4 Abr 2026, 12:21","","Puxada Alta na Polia (Máquina)",,"",0,"failure",47,5,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Elevação Pélvica (Barra)",,"",0,"warmup",80,8,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Elevação Pélvica (Barra)",,"",1,"warmup",120,6,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Elevação Pélvica (Barra)",,"",2,"warmup",160,3,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Elevação Pélvica (Barra)",,"",3,"failure",170,11,,,9.5
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Elevação Pélvica (Barra)",,"",4,"failure",180,8,,,9.5
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Extensora (Máquina)",,"",0,"warmup",42.5,6,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Extensora (Máquina)",,"",1,"warmup",57.5,6,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Extensora (Máquina)",,"",2,"failure",100,7,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Extensora (Máquina)",,"",3,"failure",100,7,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Hiperextensão De Quadril",,"",0,"warmup",16.25,8,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Hiperextensão De Quadril",,"",1,"warmup",26.25,6,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Hiperextensão De Quadril",,"",2,"failure",38.75,10,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Hiperextensão De Quadril",,"",3,"failure",41.8,10,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Flexora (Máquina)",,"",0,"warmup",35,8,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Flexora (Máquina)",,"",1,"warmup",42.5,6,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Flexora (Máquina)",,"",2,"warmup",50,3,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Flexora (Máquina)",,"",3,"normal",57.5,10,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Flexora (Máquina)",,"",4,"failure",60,7,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Adutora (Máquina)",,"",0,"warmup",65,8,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Adutora (Máquina)",,"",1,"warmup",80,6,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Adutora (Máquina)",,"",2,"warmup",95,3,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Adutora (Máquina)",,"",3,"failure",102.5,8,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","Cadeira Adutora (Máquina)",,"",4,"failure",102.5,5,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","panturrilha no leg press horizontal",,"",0,"normal",95,8,,,
"Lower B","3 Abr 2026, 10:09","3 Abr 2026, 12:01","","panturrilha no leg press horizontal",,"",1,"normal",95,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Extensão de Tríceps na Polia (Máquina)",,"20s de descanso + 2reps na ultima serie",0,"warmup",16.25,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Extensão de Tríceps na Polia (Máquina)",,"20s de descanso + 2reps na ultima serie",1,"warmup",23.25,6,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Extensão de Tríceps na Polia (Máquina)",,"20s de descanso + 2reps na ultima serie",2,"failure",31.25,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Extensão de Tríceps na Polia (Máquina)",,"20s de descanso + 2reps na ultima serie",3,"failure",31.25,10,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Extensão de Tríceps na Polia (Máquina)",,"20s de descanso + 2reps na ultima serie",4,"warmup",28.75,3,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Rosca Direta na Polia",,"20s de descanso + reps",0,"warmup",13.75,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Rosca Direta na Polia",,"20s de descanso + reps",1,"warmup",18.75,5,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Rosca Direta na Polia",,"20s de descanso + reps",2,"failure",26.25,9,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Rosca Direta na Polia",,"20s de descanso + reps",3,"failure",26.25,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Abdominal Na Máquina",,"",0,"warmup",42.5,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Abdominal Na Máquina",,"",1,"warmup",50,10,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Abdominal Na Máquina",,"",2,"failure",57.5,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Abdominal Na Máquina",,"",3,"failure",72.5,6,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Abdominal Na Máquina",,"",4,"failure",72.5,5,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Remadas Iso-Lateral (Máquina)",,"",0,"warmup",35,7,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Remadas Iso-Lateral (Máquina)",,"",1,"warmup",42.5,5,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Remadas Iso-Lateral (Máquina)",,"",2,"failure",65,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Remadas Iso-Lateral (Máquina)",,"",3,"failure",67.5,6,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Desenvolvimento (Halter)",,"",0,"warmup",20,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Desenvolvimento (Halter)",,"",1,"warmup",28,6,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Desenvolvimento (Halter)",,"",2,"failure",36,8,,,
"Upper B","1 Abr 2026, 11:44","1 Abr 2026, 13:13","","Desenvolvimento (Halter)",,"",3,"failure",36,6,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Abdutora (Máquina)",,"Intervalo de 20s + 2 reps",0,"warmup",57.5,8,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Abdutora (Máquina)",,"Intervalo de 20s + 2 reps",1,"warmup",72.5,6,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Abdutora (Máquina)",,"Intervalo de 20s + 2 reps",2,"failure",117.5,10,,,9.5
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Abdutora (Máquina)",,"Intervalo de 20s + 2 reps",3,"failure",125.5,7,,,9.5
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Mesa Flexora (Máquina)",,"",0,"warmup",20,8,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Mesa Flexora (Máquina)",,"",1,"warmup",35,6,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Mesa Flexora (Máquina)",,"",2,"failure",50,6,,,9
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Mesa Flexora (Máquina)",,"",3,"failure",50,8,,,9
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Extensão Lombar Maquina",,"",0,"warmup",65,8,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Extensão Lombar Maquina",,"",1,"warmup",80,6,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Extensão Lombar Maquina",,"",2,"failure",95,8,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Extensão Lombar Maquina",,"",3,"failure",97.5,10,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Hiperextensão De Quadril",,"",0,"warmup",18.75,8,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Hiperextensão De Quadril",,"",1,"warmup",28.75,6,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Hiperextensão De Quadril",,"",2,"failure",41.25,7,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Hiperextensão De Quadril",,"",3,"failure",41.25,7,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Extensora (Máquina)",,"",0,"warmup",35,6,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Extensora (Máquina)",,"",1,"warmup",57,5,,,
"Lower A","31 Mar 2026, 09:54","31 Mar 2026, 11:11","","Cadeira Extensora (Máquina)",,"",2,"failure",80,6,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",16.25,10,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",21.25,6,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Extensão de Tríceps na Polia (Máquina)",,"",2,"warmup",26.25,6,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.25,7,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Extensão de Tríceps na Polia (Máquina)",,"",4,"failure",31.25,6,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Rosca Direta na Polia",,"",0,"warmup",13.75,7,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Rosca Direta na Polia",,"",1,"warmup",18.75,4,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Rosca Direta na Polia",,"",2,"warmup",21.25,3,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Rosca Direta na Polia",,"",3,"failure",26.25,6,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Rosca Direta na Polia",,"",4,"failure",26.25,8,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Abdominal Na Máquina",,"",0,"warmup",42.5,10,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Abdominal Na Máquina",,"",1,"warmup",50,6,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Abdominal Na Máquina",,"",2,"failure",57.5,5,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Abdominal Na Máquina",,"",3,"failure",65,5,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Abdominal Na Máquina",,"",4,"failure",65,7,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"",0,"warmup",2.5,10,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"",1,"warmup",5,7,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"",2,"failure",5,8,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Elevação Lateral Unilateral (Cabo)",,"",3,"failure",5,9,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Puxada Alta na Polia (Máquina)",,"",0,"warmup",19,10,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Puxada Alta na Polia (Máquina)",,"",1,"warmup",26,9,,,
"Upper A","28 Mar 2026, 10:54","28 Mar 2026, 12:02","","Puxada Alta na Polia (Máquina)",,"",2,"failure",52,5,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Elevação Pélvica (Barra)",,"",0,"warmup",80,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Elevação Pélvica (Barra)",,"",1,"warmup",100,5,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Elevação Pélvica (Barra)",,"",2,"warmup",160,3,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Elevação Pélvica (Barra)",,"",3,"failure",170,10,,,8.5
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Elevação Pélvica (Barra)",,"",4,"failure",172.5,10,,,8.5
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Extensora (Máquina)",,"",0,"warmup",57.5,6,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Extensora (Máquina)",,"",1,"warmup",72.5,3,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Extensora (Máquina)",,"",2,"failure",102.5,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Extensora (Máquina)",,"",3,"failure",105,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Hiperextensão De Quadril",,"",0,"warmup",18.75,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Hiperextensão De Quadril",,"",1,"warmup",28.75,6,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Hiperextensão De Quadril",,"",2,"failure",40,10,,,9.5
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Hiperextensão De Quadril",,"",3,"failure",41.25,10,,,9
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Flexora (Máquina)",,"",0,"warmup",30,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Flexora (Máquina)",,"",1,"warmup",40,6,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Flexora (Máquina)",,"",2,"warmup",50,3,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Flexora (Máquina)",,"",3,"normal",57.5,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Flexora (Máquina)",,"",4,"failure",57.5,9,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Adutora (Máquina)",,"",0,"warmup",65,10,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Adutora (Máquina)",,"",1,"warmup",80,6,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Adutora (Máquina)",,"",2,"warmup",95,4,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Adutora (Máquina)",,"",3,"failure",105,8,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Cadeira Adutora (Máquina)",,"",4,"failure",105,6,,,
"Lower B","15 Mar 2026, 11:29","15 Mar 2026, 13:13","","Tríceps na Polia",,"",0,"failure",32.5,5,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Abdutora (Máquina)",,"",0,"warmup",57.5,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Abdutora (Máquina)",,"",1,"warmup",72.5,6,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Abdutora (Máquina)",,"",2,"failure",117.5,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Abdutora (Máquina)",,"",3,"failure",120,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Abdutora (Máquina)",,"",4,"warmup",100,3,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Mesa Flexora (Máquina)",,"",0,"warmup",20,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Mesa Flexora (Máquina)",,"",1,"warmup",35,5,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Mesa Flexora (Máquina)",,"",2,"failure",50,6,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Mesa Flexora (Máquina)",,"",3,"failure",50,6,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Extensão Lombar Maquina",,"",0,"warmup",57.5,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Extensão Lombar Maquina",,"",1,"warmup",65,6,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Extensão Lombar Maquina",,"",2,"warmup",72.5,3,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Extensão Lombar Maquina",,"",3,"failure",87.5,11,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Extensão Lombar Maquina",,"",4,"failure",95,9,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Hiperextensão De Quadril",,"",0,"warmup",16.25,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Hiperextensão De Quadril",,"",1,"warmup",26.25,6,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Hiperextensão De Quadril",,"",2,"failure",38.75,9,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Hiperextensão De Quadril",,"",3,"failure",40,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Extensora (Máquina)",,"",0,"warmup",57,5,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Cadeira Extensora (Máquina)",,"",1,"failure",95,8,,,
"Lower A","11 Mar 2026, 06:41","11 Mar 2026, 08:06","","Elevação de Panturrilha Sentado (Máquina)",,"",0,"warmup",40,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",15,10,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",21.25,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Extensão de Tríceps na Polia (Máquina)",,"",2,"warmup",25,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Extensão de Tríceps na Polia (Máquina)",,"",3,"failure",31.25,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Extensão de Tríceps na Polia (Máquina)",,"",4,"failure",31.25,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Rosca Direta na Polia",,"",0,"warmup",13.75,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Rosca Direta na Polia",,"",1,"warmup",18.75,5,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Rosca Direta na Polia",,"",2,"warmup",21.25,3,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Rosca Direta na Polia",,"",3,"failure",26.25,7,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Rosca Direta na Polia",,"",4,"failure",26.25,5,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Abdominal Na Máquina",,"",0,"warmup",42.5,10,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Abdominal Na Máquina",,"",1,"warmup",50,8,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Abdominal Na Máquina",,"",2,"failure",57.5,10,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Abdominal Na Máquina",,"",3,"failure",65,6,,,
"Upper A","9 Mar 2026, 07:10","9 Mar 2026, 07:56","","Abdominal Na Máquina",,"",4,"failure",67.5,4,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Elevação Pélvica (Barra)",,"",0,"warmup",80,8,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Elevação Pélvica (Barra)",,"",1,"warmup",100,6,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Elevação Pélvica (Barra)",,"",2,"warmup",120,3,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Elevação Pélvica (Barra)",,"",3,"failure",160,8,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Elevação Pélvica (Barra)",,"",4,"failure",170,8,,,9.5
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Extensora (Máquina)",,"",0,"warmup",50,6,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Extensora (Máquina)",,"",1,"warmup",65,5,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Extensora (Máquina)",,"",2,"failure",87.5,7,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Extensora (Máquina)",,"",3,"failure",102.5,6,,,9.5
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Hiperextensão De Quadril",,"",0,"warmup",13.75,8,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Hiperextensão De Quadril",,"",1,"warmup",18.75,6,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Hiperextensão De Quadril",,"",2,"failure",33.75,11,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Hiperextensão De Quadril",,"",3,"failure",38.75,9,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Flexora (Máquina)",,"",0,"warmup",27.5,9,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Flexora (Máquina)",,"",1,"warmup",35,5,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Flexora (Máquina)",,"",2,"normal",50,9,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Flexora (Máquina)",,"",3,"failure",57.5,7,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Flexora (Máquina)",,"",4,"failure",57.5,4,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Adutora (Máquina)",,"",0,"warmup",65,7,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Adutora (Máquina)",,"",1,"warmup",80,5,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","Cadeira Adutora (Máquina)",,"",2,"failure",105,5,,,
"Lower B","7 Mar 2026, 09:45","7 Mar 2026, 11:20","","panturrilha no leg press horizontal",,"",0,"normal",95,6,,,
"Upper B","6 Mar 2026, 19:32","6 Mar 2026, 20:56","","Extensão de Tríceps na Polia (Máquina)",,"",0,"warmup",13.75,10,,,
"Upper B","6 Mar 2026, 19:32","6 Mar 2026, 20:56","","Extensão de Tríceps na Polia (Máquina)",,"",1,"warmup",21.25,6,,,
"Upper B","6 Mar 2026, 19:32","6 Mar 2026, 20:56","","Extensão de Tríceps na Polia (Máquina)",,"",2,"warmup",26.5,6,,,
